ticker,exchange,sector,industry,state_val,city,lat,lon,rpt_year,revenue_scaled,income_tax_scaled,net_income_scaled,market_cap,median_hh_income
LUMN,NYSE,Communication Services,Alternative Carriers,LA,Monroe,32.5008,-92.1112,2019,22401000000,503000000,-5269000000,14147910000,49469
LUV,NYSE,Industrials,Airlines,TX,Dallas,32.846737,-96.86366,2015,19820000000,1298000000,2185000000,28807140000,56473
LUV,NYSE,Industrials,Airlines,TX,Dallas,32.846737,-96.86366,2016,20289000000,1267000000,2185000000,31548720000,58146
LUV,NYSE,Industrials,Airlines,TX,Dallas,32.846737,-96.86366,2017,21146000000,-92000000,3357000000,39466350000,59295
LUV,NYSE,Industrials,Airlines,TX,Dallas,32.846737,-96.86366,2018,21965000000,699000000,2465000000,26679520000,59785
LUV,NYSE,Industrials,Airlines,TX,Dallas,32.846737,-96.86366,2019,22428000000,657000000,2300000000,29095220000,61874
LVS,NYSE,Consumer Discretionary,Casinos & Gaming,NV,Las Vegas,36.1691,-115.1406,2015,11688000000,236000000,1966000000,34984320000,52008
LVS,NYSE,Consumer Discretionary,Casinos & Gaming,NV,Las Vegas,36.1691,-115.1406,2016,11410000000,239000000,1670000000,42460950000,55431
LVS,NYSE,Consumer Discretionary,Casinos & Gaming,NV,Las Vegas,36.1691,-115.1406,2017,12728000000,-209000000,2808000000,55036080000,56550
LVS,NYSE,Consumer Discretionary,Casinos & Gaming,NV,Las Vegas,36.1691,-115.1406,2018,13729000000,375000000,2413000000,40911300000,61864
LVS,NYSE,Consumer Discretionary,Casinos & Gaming,NV,Las Vegas,36.1691,-115.1406,2019,13739000000,468000000,2698000000,53229840000,60365
LW,NYSE,Consumer Staples,Packaged Foods & Meats,ID,Eagle,43.689816,-116.355354,2016,2994000000,145000000,285000000,5526100000,56564
LW,NYSE,Consumer Staples,Packaged Foods & Meats,ID,Eagle,43.689816,-116.355354,2017,3168000000,170000000,325000000,8298150000,60208
LW,NYSE,Consumer Staples,Packaged Foods & Meats,ID,Eagle,43.689816,-116.355354,2018,3424000000,121000000,414000000,10813320000,58728
LW,NYSE,Consumer Staples,Packaged Foods & Meats,ID,Eagle,43.689816,-116.355354,2019,3757000000,134000000,468000000,12646410000,55785
LW,NYSE,Consumer Staples,Packaged Foods & Meats,ID,Eagle,43.689816,-116.355354,2020,3792000000,112000000,366000000,11414550000,0
LYB,NYSE,Materials,Specialty Chemicals,TX,Houston,29.755783,-95.36297,2015,32749000000,1730000000,4473000000,40495400000,56473
LYB,NYSE,Materials,Specialty Chemicals,TX,Houston,29.755783,-95.36297,2016,29171000000,1386000000,3842000000,36027600000,58146
LYB,NYSE,Materials,Specialty Chemicals,TX,Houston,29.755783,-95.36297,2017,34502000000,598000000,4892000000,44017680000,59295
LYB,NYSE,Materials,Specialty Chemicals,TX,Houston,29.755783,-95.36297,2018,39001000000,613000000,4692000000,32349240000,59785
LYB,NYSE,Materials,Specialty Chemicals,TX,Houston,29.755783,-95.36297,2019,34750000000,648000000,3398000000,33351440000,61874
LYV,NYSE,Communication Services,Movies & Entertainment,CA,Beverly Hills,34.07599,-118.39671,2015,7246000000,22000000,-66000000,4938570000,63636
LYV,NYSE,Communication Services,Movies & Entertainment,CA,Beverly Hills,34.07599,-118.39671,2016,8355000000,28000000,-47000000,5373200000,66637
LYV,NYSE,Communication Services,Movies & Entertainment,CA,Beverly Hills,34.07599,-118.39671,2017,9687000000,-17000000,-98000000,8726850000,69759
LYV,NYSE,Communication Services,Movies & Entertainment,CA,Beverly Hills,34.07599,-118.39671,2018,10788000000,41000000,-18000000,10194750000,70489
LYV,NYSE,Communication Services,Movies & Entertainment,CA,Beverly Hills,34.07599,-118.39671,2019,11548000000,67000000,-5000000,15008700000,75235
MA,NYSE,Information Technology,Data Processing & Outsourced Services,NY,Purchase,41.0337,-73.7135,2015,9667000000,1150000000,3808000000,110698000000,58005
MA,NYSE,Information Technology,Data Processing & Outsourced Services,NY,Purchase,41.0337,-73.7135,2016,10776000000,1587000000,4059000000,113678000000,61437
MA,NYSE,Information Technology,Data Processing & Outsourced Services,NY,Purchase,41.0337,-73.7135,2017,12497000000,2607000000,3915000000,162258000000,62447
MA,NYSE,Information Technology,Data Processing & Outsourced Services,NY,Purchase,41.0337,-73.7135,2018,14950000000,1345000000,5859000000,197517000000,67274
MA,NYSE,Information Technology,Data Processing & Outsourced Services,NY,Purchase,41.0337,-73.7135,2019,16883000000,1613000000,8118000000,305159000000,68486
MAA,NYSE,Real Estate,Residential REITs,TN,Germantown,35.097816,-89.83582,2015,1036000000,2000000,332000000,6810750000,47330
MAA,NYSE,Real Estate,Residential REITs,TN,Germantown,35.097816,-89.83582,2016,1121000000,2000000,212000000,7735680000,51344
MAA,NYSE,Real Estate,Residential REITs,TN,Germantown,35.097816,-89.83582,2017,1528000000,3000000,328000000,11463840000,55240
MAA,NYSE,Real Estate,Residential REITs,TN,Germantown,35.097816,-89.83582,2018,1573000000,3000000,223000000,10909800000,56060
MAA,NYSE,Real Estate,Residential REITs,TN,Germantown,35.097816,-89.83582,2019,1643000000,4000000,353000000,15032040000,53320
MAR,NASDAQ,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",MD,Bethesda,39.025414,-77.13697,2015,14476000000,396000000,859000000,18301920000,73594
MAR,NASDAQ,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",MD,Bethesda,39.025414,-77.13697,2016,17072000000,404000000,780000000,24473280000,73760
MAR,NASDAQ,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",MD,Bethesda,39.025414,-77.13697,2017,20452000000,1523000000,1459000000,51577400000,81084
MAR,NASDAQ,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",MD,Bethesda,39.025414,-77.13697,2018,20758000000,438000000,1907000000,38430240000,86223
MAR,NASDAQ,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",MD,Bethesda,39.025414,-77.13697,2019,20972000000,326000000,1273000000,50880480000,84805
MAS,NYSE,Industrials,Building Products,MI,Livonia,42.3972,-83.3736,2015,7142000000,293000000,352000000,9650300000,54203
MAS,NYSE,Industrials,Building Products,MI,Livonia,42.3972,-83.3736,2016,7361000000,296000000,487000000,10434600000,57091
MAS,NYSE,Industrials,Building Products,MI,Livonia,42.3972,-83.3736,2017,7642000000,304000000,528000000,13972920000,57700
MAS,NYSE,Industrials,Building Products,MI,Livonia,42.3972,-83.3736,2018,6654000000,221000000,630000000,8976680000,60449
MAS,NYSE,Industrials,Building Products,MI,Livonia,42.3972,-83.3736,2019,6707000000,230000000,635000000,13821120000,57144
MCD,NYSE,Consumer Discretionary,Restaurants,IL,Chicago,41.88523,-87.653305,2015,25413000000,2026000000,4529000000,111642000000,60413
MCD,NYSE,Consumer Discretionary,Restaurants,IL,Chicago,41.88523,-87.653305,2016,24622000000,2180000000,4687000000,104801000000,61386
MCD,NYSE,Consumer Discretionary,Restaurants,IL,Chicago,41.88523,-87.653305,2017,22820000000,3381000000,5192000000,140450000000,64609
MCD,NYSE,Consumer Discretionary,Restaurants,IL,Chicago,41.88523,-87.653305,2018,21025000000,1892000000,5924000000,139570000000,70145
MCD,NYSE,Consumer Discretionary,Restaurants,IL,Chicago,41.88523,-87.653305,2019,21077000000,1993000000,6025000000,151172000000,65886
MCHP,NASDAQ,Information Technology,Semiconductors,AZ,Chandler,33.305946,-111.88181,2016,2173000000,-43000000,324000000,13920550000,57100
MCHP,NASDAQ,Information Technology,Semiconductors,AZ,Chandler,33.305946,-111.88181,2017,3408000000,-81000000,171000000,20651800000,61125
MCHP,NASDAQ,Information Technology,Semiconductors,AZ,Chandler,33.305946,-111.88181,2018,3981000000,482000000,255000000,17908080000,62283
MCHP,NASDAQ,Information Technology,Semiconductors,AZ,Chandler,33.305946,-111.88181,2019,5350000000,-151000000,356000000,26180000000,58945
MCHP,NASDAQ,Information Technology,Semiconductors,AZ,Chandler,33.305946,-111.88181,2020,5274000000,-420000000,571000000,35013120000,0
MCK,NYSE,Health Care,Health Care Distributors,TX,Irving,32.8117,-96.9508,2016,190884000000,908000000,2290000000,32724850000,58146
MCK,NYSE,Health Care,Health Care Distributors,TX,Irving,32.8117,-96.9508,2017,198533000000,1614000000,5194000000,34776850000,59295
MCK,NYSE,Health Care,Health Care Distributors,TX,Irving,32.8117,-96.9508,2018,208357000000,-53000000,62000000,23088230000,59785
MCK,NYSE,Health Care,Health Care Distributors,TX,Irving,32.8117,-96.9508,2019,214319000000,356000000,33000000,27249040000,61874
MCK,NYSE,Health Care,Health Care Distributors,TX,Irving,32.8117,-96.9508,2020,231051000000,18000000,906000000,31081960000,0
MCO,NYSE,Financials,Financial Exchanges & Data,NY,New York,40.713,-74.0072,2015,3485000000,430000000,941000000,20369020000,58005
MCO,NYSE,Financials,Financial Exchanges & Data,NY,New York,40.713,-74.0072,2016,3604000000,282000000,267000000,18382650000,61437
MCO,NYSE,Financials,Financial Exchanges & Data,NY,New York,40.713,-74.0072,2017,4204000000,779000000,1001000000,28636340000,62447
MCO,NYSE,Financials,Financial Exchanges & Data,NY,New York,40.713,-74.0072,2018,4443000000,352000000,1310000000,27167760000,67274
MCO,NYSE,Financials,Financial Exchanges & Data,NY,New York,40.713,-74.0072,2019,4829000000,381000000,1422000000,45582720000,68486
MDLZ,NASDAQ,Consumer Staples,Packaged Foods & Meats,IL,Deerfield,42.1683,-87.8514,2015,29636000000,593000000,7267000000,73403080000,60413
MDLZ,NASDAQ,Consumer Staples,Packaged Foods & Meats,IL,Deerfield,42.1683,-87.8514,2016,25923000000,129000000,1659000000,69731090000,61386
MDLZ,NASDAQ,Consumer Staples,Packaged Foods & Meats,IL,Deerfield,42.1683,-87.8514,2017,25896000000,666000000,2828000000,65526800000,64609
MDLZ,NASDAQ,Consumer Staples,Packaged Foods & Meats,IL,Deerfield,42.1683,-87.8514,2018,25938000000,773000000,3381000000,59484580000,70145
MDLZ,NASDAQ,Consumer Staples,Packaged Foods & Meats,IL,Deerfield,42.1683,-87.8514,2019,25868000000,2000000,3870000000,80306640000,65886
MET,NYSE,Financials,Life & Health Insurance,NY,New York,40.75411,-73.97625,2015,69951000000,2148000000,5310000000,48461248800,58005
MET,NYSE,Financials,Life & Health Insurance,NY,New York,40.75411,-73.97625,2016,60787000000,693000000,3584000000,53258505100,61437
MET,NYSE,Financials,Life & Health Insurance,NY,New York,40.75411,-73.97625,2017,62308000000,-1470000000,4996000000,54554240000,62447
MET,NYSE,Financials,Life & Health Insurance,NY,New York,40.75411,-73.97625,2018,67941000000,1179000000,5123000000,41634840000,67274
MET,NYSE,Financials,Life & Health Insurance,NY,New York,40.75411,-73.97625,2019,69620000000,886000000,5899000000,48115680000,68486
MGM,NYSE,Consumer Discretionary,Casinos & Gaming,NV,Las Vegas,36.113598,-115.17288,2015,9190000000,-7000000,-448000000,12336960000,52008
MGM,NYSE,Consumer Discretionary,Casinos & Gaming,NV,Las Vegas,36.113598,-115.17288,2016,9455000000,22000000,1101000000,16519590000,55431
MGM,NYSE,Consumer Discretionary,Casinos & Gaming,NV,Las Vegas,36.113598,-115.17288,2017,10797000000,-1127000000,1934000000,19332810000,56550
MGM,NYSE,Consumer Discretionary,Casinos & Gaming,NV,Las Vegas,36.113598,-115.17288,2018,11763000000,50000000,445000000,13343000000,61864
MGM,NYSE,Consumer Discretionary,Casinos & Gaming,NV,Las Vegas,36.113598,-115.17288,2019,12900000000,632000000,2046000000,17566560000,60365
MHK,NYSE,Consumer Discretionary,Home Furnishings,GA,Calhoun,34.47252,-84.9426,2015,8072000000,132000000,615000000,14014860000,50768
MHK,NYSE,Consumer Discretionary,Home Furnishings,GA,Calhoun,34.47252,-84.9426,2016,8959000000,308000000,930000000,14976000000,53527
MHK,NYSE,Consumer Discretionary,Home Furnishings,GA,Calhoun,34.47252,-84.9426,2017,9491000000,343000000,972000000,20692500000,57016
MHK,NYSE,Consumer Discretionary,Home Furnishings,GA,Calhoun,34.47252,-84.9426,2018,9984000000,184000000,858000000,8772000000,55821
MHK,NYSE,Consumer Discretionary,Home Furnishings,GA,Calhoun,34.47252,-84.9426,2019,9971000000,5000000,744000000,9819360000,58700
MKC,NYSE,Consumer Staples,Packaged Foods & Meats,MD,Hunt Valley,39.492428,-76.65374,2015,4296000000,131000000,402000000,11037240000,73594
MKC,NYSE,Consumer Staples,Packaged Foods & Meats,MD,Hunt Valley,39.492428,-76.65374,2016,4412000000,153000000,472000000,11946240000,73760
MKC,NYSE,Consumer Staples,Packaged Foods & Meats,MD,Hunt Valley,39.492428,-76.65374,2017,4834000000,151000000,477000000,13095435000,81084
MKC,NYSE,Consumer Staples,Packaged Foods & Meats,MD,Hunt Valley,39.492428,-76.65374,2018,5303000000,-157000000,933000000,18518920000,86223
MKC,NYSE,Consumer Staples,Packaged Foods & Meats,MD,Hunt Valley,39.492428,-76.65374,2019,5347000000,157000000,703000000,22743820000,84805
MKTX,NASDAQ,Financials,Financial Exchanges & Data,NY,New York,40.713,-74.0072,2015,303098000,51863000,96037000,4199912830,58005
MKTX,NASDAQ,Financials,Financial Exchanges & Data,NY,New York,40.713,-74.0072,2016,369919000,65430000,126172000,5544466960,61437
MKTX,NASDAQ,Financials,Financial Exchanges & Data,NY,New York,40.713,-74.0072,2017,397471000,53679000,148089000,7674166500,62447
MKTX,NASDAQ,Financials,Financial Exchanges & Data,NY,New York,40.713,-74.0072,2018,435565000,45234000,172852000,7999140050,67274
MKTX,NASDAQ,Financials,Financial Exchanges & Data,NY,New York,40.713,-74.0072,2019,511352000,52522000,204902000,14389499160,68486
MLM,NYSE,Materials,Construction Materials,NC,Raleigh,35.819572,-78.691216,2015,3540000000,125000000,288000000,9150860000,50797
MLM,NYSE,Materials,Construction Materials,NC,Raleigh,35.819572,-78.691216,2016,3819000000,182000000,424000000,14177920000,53764
MLM,NYSE,Materials,Construction Materials,NC,Raleigh,35.819572,-78.691216,2017,3966000000,-94000000,711000000,13925520000,50343
MLM,NYSE,Materials,Construction Materials,NC,Raleigh,35.819572,-78.691216,2018,4244000000,106000000,469000000,10827810000,53369
MLM,NYSE,Materials,Construction Materials,NC,Raleigh,35.819572,-78.691216,2019,4739000000,136000000,611000000,17617320000,54602
MMC,NYSE,Financials,Insurance Brokers,NY,New York,40.756992,-73.982544,2015,12931000000,671000000,1599000000,29721200000,58005
MMC,NYSE,Financials,Insurance Brokers,NY,New York,40.756992,-73.982544,2016,13200000000,685000000,1768000000,35417160000,61437
MMC,NYSE,Financials,Insurance Brokers,NY,New York,40.756992,-73.982544,2017,14039000000,1133000000,1490000000,42241410000,62447
MMC,NYSE,Financials,Insurance Brokers,NY,New York,40.756992,-73.982544,2018,14921000000,574000000,1650000000,40752250000,67274
MMC,NYSE,Financials,Insurance Brokers,NY,New York,40.756992,-73.982544,2019,16664000000,666000000,1742000000,56930510000,68486
MMM,NYSE,Industrials,Industrial Conglomerates,MN,St Paul,44.9437,-93.0943,2015,30274000000,1982000000,4833000000,95957680000,68730
MMM,NYSE,Industrials,Industrial Conglomerates,MN,St Paul,44.9437,-93.0943,2016,30109000000,1995000000,5050000000,110535000000,70218
MMM,NYSE,Industrials,Industrial Conglomerates,MN,St Paul,44.9437,-93.0943,2017,31657000000,2679000000,4858000000,144282000000,71920
MMM,NYSE,Industrials,Industrial Conglomerates,MN,St Paul,44.9437,-93.0943,2018,32765000000,1637000000,5349000000,114705000000,71817
MMM,NYSE,Industrials,Industrial Conglomerates,MN,St Paul,44.9437,-93.0943,2019,32136000000,1130000000,4570000000,103206000000,71306
MNST,NASDAQ,Consumer Staples,Soft Drinks,CA,Corona,33.8667,-117.5667,2015,2683000000,345000000,547000000,28699607400,63636
MNST,NASDAQ,Consumer Staples,Soft Drinks,CA,Corona,33.8667,-117.5667,2016,3044000000,367000000,713000000,26604000000,66637
MNST,NASDAQ,Consumer Staples,Soft Drinks,CA,Corona,33.8667,-117.5667,2017,3368000000,381000000,821000000,36518330000,69759
MNST,NASDAQ,Consumer Staples,Soft Drinks,CA,Corona,33.8667,-117.5667,2018,3807000000,300000000,993000000,27760080000,70489
MNST,NASDAQ,Consumer Staples,Soft Drinks,CA,Corona,33.8667,-117.5667,2019,4201000000,308000000,1108000000,34761850000,75235
MO,NYSE,Consumer Staples,Tobacco,VA,Richmond,37.5408,-77.4339,2015,18854000000,2835000000,5231000000,114150000000,61486
MO,NYSE,Consumer Staples,Tobacco,VA,Richmond,37.5408,-77.4339,2016,19337000000,7608000000,14215000000,131994000000,66451
MO,NYSE,Consumer Staples,Tobacco,VA,Richmond,37.5408,-77.4339,2017,19494000000,-399000000,10208000000,137179000000,71293
MO,NYSE,Consumer Staples,Tobacco,VA,Richmond,37.5408,-77.4339,2018,19627000000,2374000000,6955000000,93248320000,77151
MO,NYSE,Consumer Staples,Tobacco,VA,Richmond,37.5408,-77.4339,2019,19796000000,2064000000,-1300000000,93281790000,74222
MOS,NYSE,Materials,Fertilizers & Agricultural Chemicals,FL,Tampa,27.947124,-82.45959,2015,8895000000,99000000,1000000000,9932400000,48825
MOS,NYSE,Materials,Fertilizers & Agricultural Chemicals,FL,Tampa,27.947124,-82.45959,2016,7163000000,-74000000,298000000,10324160000,51176
MOS,NYSE,Materials,Fertilizers & Agricultural Chemicals,FL,Tampa,27.947124,-82.45959,2017,7409000000,495000000,-107000000,9006660000,53681
MOS,NYSE,Materials,Fertilizers & Agricultural Chemicals,FL,Tampa,27.947124,-82.45959,2018,9587000000,77000000,470000000,11275060000,54644
MOS,NYSE,Materials,Fertilizers & Agricultural Chemicals,FL,Tampa,27.947124,-82.45959,2019,8906000000,-225000000,-1067000000,8309760000,55660
MPC,NYSE,Energy,Oil & Gas Refining & Marketing,OH,Findlay,41.036503,-83.65027,2015,64452000000,1506000000,2848000000,28097280000,53301
MPC,NYSE,Energy,Oil & Gas Refining & Marketing,OH,Findlay,41.036503,-83.65027,2016,56024000000,609000000,1173000000,26685500000,53985
MPC,NYSE,Energy,Oil & Gas Refining & Marketing,OH,Findlay,41.036503,-83.65027,2017,74594000000,-460000000,3430000000,33781760000,59768
MPC,NYSE,Energy,Oil & Gas Refining & Marketing,OH,Findlay,41.036503,-83.65027,2018,96136000000,962000000,2779000000,31039260000,61633
MPC,NYSE,Energy,Oil & Gas Refining & Marketing,OH,Findlay,41.036503,-83.65027,2019,123380000000,1074000000,2636000000,40006000000,56602
MRK,NYSE,Health Care,Pharmaceuticals,NJ,Kenilworth,40.6791,-74.27166,2015,38773000000,942000000,4442000000,150062000000,68357
MRK,NYSE,Health Care,Pharmaceuticals,NJ,Kenilworth,40.6791,-74.27166,2016,39496000000,718000000,3920000000,164071000000,68468
MRK,NYSE,Health Care,Pharmaceuticals,NJ,Kenilworth,40.6791,-74.27166,2017,39981000000,4103000000,2394000000,154630000000,72997
MRK,NYSE,Health Care,Pharmaceuticals,NJ,Kenilworth,40.6791,-74.27166,2018,42446000000,2508000000,6220000000,204702000000,74176
MRK,NYSE,Health Care,Pharmaceuticals,NJ,Kenilworth,40.6791,-74.27166,2019,46586000000,1687000000,9843000000,234651000000,82545
MRNA,NASDAQ,Health Care,Biotechnology,MA,Cambridge,42.363003,-71.09134, ,0,0,0,0,0
MRNA,NASDAQ,Health Care,Biotechnology,MA,Cambridge,42.363003,-71.09134,2016,108396000,1043000,-216211000,0,72266
MRNA,NASDAQ,Health Care,Biotechnology,MA,Cambridge,42.363003,-71.09134,2017,205825000,-80000,-255916000,0,73227
MRNA,NASDAQ,Health Care,Biotechnology,MA,Cambridge,42.363003,-71.09134,2018,135068000,-55274000,-388861000,1238613834,86345
MRNA,NASDAQ,Health Care,Biotechnology,MA,Cambridge,42.363003,-71.09134,2019,60209000,-695000,-514021000,6470489076,81215
MRO,NYSE,Energy,Oil & Gas Exploration & Production,TX,Houston,29.7628,-95.3831,2015,5394000000,-754000000,-2204000000,8523430000,56473
MRO,NYSE,Energy,Oil & Gas Exploration & Production,TX,Houston,29.7628,-95.3831,2016,4097000000,905000000,-2140000000,14176890000,58146
MRO,NYSE,Energy,Oil & Gas Exploration & Production,TX,Houston,29.7628,-95.3831,2017,4409000000,376000000,-830000000,14390500000,59295
MRO,NYSE,Energy,Oil & Gas Exploration & Production,TX,Houston,29.7628,-95.3831,2018,5902000000,331000000,1096000000,12145980000,59785
MRO,NYSE,Energy,Oil & Gas Exploration & Production,TX,Houston,29.7628,-95.3831,2019,5063000000,-88000000,480000000,10999800000,61874
MS,NYSE,Financials,Investment Banking & Brokerage,NY,New York,40.75992,-73.984886,2015,5835000000,2200000000,6139000000,62124930000,58005
MS,NYSE,Financials,Investment Banking & Brokerage,NY,New York,40.75992,-73.984886,2016,7016000000,2726000000,5975000000,79725750000,61437
MS,NYSE,Financials,Investment Banking & Brokerage,NY,New York,40.75992,-73.984886,2017,8997000000,4168000000,6130000000,95547870000,62447
MS,NYSE,Financials,Investment Banking & Brokerage,NY,New York,40.75992,-73.984886,2018,13892000000,2350000000,8752000000,68911700000,67274
MS,NYSE,Financials,Investment Banking & Brokerage,NY,New York,40.75992,-73.984886,2019,17098000000,2064000000,9042000000,83836800000,68486
MSCI,NYSE,Financials,Financial Exchanges & Data,NY,New York,40.713,-74.0072,2015,1075000000,120000000,230000000,7934300000,58005
MSCI,NYSE,Financials,Financial Exchanges & Data,NY,New York,40.713,-74.0072,2016,1151000000,125000000,261000000,7641660000,61437
MSCI,NYSE,Financials,Financial Exchanges & Data,NY,New York,40.713,-74.0072,2017,1274000000,163000000,304000000,11641680000,62447
MSCI,NYSE,Financials,Financial Exchanges & Data,NY,New York,40.713,-74.0072,2018,1434000000,122000000,508000000,13268700000,67274
MSCI,NYSE,Financials,Financial Exchanges & Data,NY,New York,40.713,-74.0072,2019,1558000000,40000000,564000000,22203480000,68486
MSFT,NASDAQ,Information Technology,Systems Software,WA,Redmond,47.6749,-122.124,2016,84695000000,2953000000,16798000000,497928000000,70310
MSFT,NASDAQ,Information Technology,Systems Software,WA,Redmond,47.6749,-122.124,2017,96016000000,4412000000,25489000000,669949000000,75418
MSFT,NASDAQ,Information Technology,Systems Software,WA,Redmond,47.6749,-122.124,2018,110175000000,19903000000,16571000000,791637000000,79726
MSFT,NASDAQ,Information Technology,Systems Software,WA,Redmond,47.6749,-122.124,2019,125502000000,4448000000,39240000000,1222650000000,73775
MSFT,NASDAQ,Information Technology,Systems Software,WA,Redmond,47.6749,-122.124,2020,143015000000,8755000000,44281000000,1711390000000,0
MSI,NYSE,Information Technology,Communications Equipment,IL,Chicago,41.880596,-87.63977,2015,5695000000,274000000,640000000,13826900000,60413
MSI,NYSE,Information Technology,Communications Equipment,IL,Chicago,41.880596,-87.63977,2016,6038000000,282000000,560000000,14339970000,61386
MSI,NYSE,Information Technology,Communications Equipment,IL,Chicago,41.880596,-87.63977,2017,6380000000,1227000000,-155000000,14725420000,64609
MSI,NYSE,Information Technology,Communications Equipment,IL,Chicago,41.880596,-87.63977,2018,7343000000,133000000,966000000,19786880000,70145
MSI,NYSE,Information Technology,Communications Equipment,IL,Chicago,41.880596,-87.63977,2019,7887000000,130000000,868000000,28360640000,65886
MTB,NYSE,Financials,Regional Banks,NY,Buffalo,42.8877,-78.8794,2015,3171000000,548000000,1069000000,16722840000,58005
MTB,NYSE,Financials,Regional Banks,NY,Buffalo,42.8877,-78.8794,2016,3896000000,698000000,1305000000,24559510000,61437
MTB,NYSE,Financials,Regional Banks,NY,Buffalo,42.8877,-78.8794,2017,4168000000,859000000,1400000000,26161470000,62447
MTB,NYSE,Financials,Regional Banks,NY,Buffalo,42.8877,-78.8794,2018,4599000000,538000000,1909000000,20610720000,67274
MTB,NYSE,Financials,Regional Banks,NY,Buffalo,42.8877,-78.8794,2019,4880000000,550000000,1919000000,22746500000,68486
MTD,NYSE,Health Care,Life Sciences Tools & Services,OH,Columbus,39.9833,-82.9833,2015,2395000000,111000000,353000000,9495640000,53301
MTD,NYSE,Health Care,Life Sciences Tools & Services,OH,Columbus,39.9833,-82.9833,2016,2508000000,120000000,384000000,11301120000,53985
MTD,NYSE,Health Care,Life Sciences Tools & Services,OH,Columbus,39.9833,-82.9833,2017,2725000000,198000000,376000000,16107520000,59768
MTD,NYSE,Health Care,Life Sciences Tools & Services,OH,Columbus,39.9833,-82.9833,2018,2936000000,139000000,513000000,14705080000,61633
MTD,NYSE,Health Care,Life Sciences Tools & Services,OH,Columbus,39.9833,-82.9833,2019,3009000000,120000000,561000000,19832000000,56602
MU,NASDAQ,Information Technology,Semiconductors,ID,Boise,43.528908,-116.15039,2016,12399000000,19000000,-276000000,22709120000,56564
MU,NASDAQ,Information Technology,Semiconductors,ID,Boise,43.528908,-116.15039,2017,20322000000,114000000,5089000000,47452480000,60208
MU,NASDAQ,Information Technology,Semiconductors,ID,Boise,43.528908,-116.15039,2018,30391000000,168000000,14135000000,38996170000,58728
MU,NASDAQ,Information Technology,Semiconductors,ID,Boise,43.528908,-116.15039,2019,23406000000,693000000,6313000000,61470540000,55785
MU,NASDAQ,Information Technology,Semiconductors,ID,Boise,43.528908,-116.15039,2020,21435000000,280000000,2687000000,79825980000,0
MXIM,NASDAQ,Information Technology,Semiconductors,CA,San Jose,37.40576,-121.94825,2016,2195000000,58000000,227000000,11146730000,66637
MXIM,NASDAQ,Information Technology,Semiconductors,CA,San Jose,37.40576,-121.94825,2017,2296000000,108000000,572000000,15056640000,69759
MXIM,NASDAQ,Information Technology,Semiconductors,CA,San Jose,37.40576,-121.94825,2018,2480000000,358000000,467000000,14543100000,70489
MXIM,NASDAQ,Information Technology,Semiconductors,CA,San Jose,37.40576,-121.94825,2019,2314000000,-73000000,827000000,17161290000,75235
MXIM,NASDAQ,Information Technology,Semiconductors,CA,San Jose,37.40576,-121.94825,2020,2191000000,23000000,655000000,23549760000,0
NCLH,NYSE,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",FL,Miami,25.7751,-80.1947,2015,4345000000,7000000,427000000,13478000000,48825
NCLH,NYSE,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",FL,Miami,25.7751,-80.1947,2016,4874000000,7000000,633000000,9696840000,51176
NCLH,NYSE,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",FL,Miami,25.7751,-80.1947,2017,5396000000,11000000,760000000,12194250000,53681
NCLH,NYSE,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",FL,Miami,25.7751,-80.1947,2018,6055000000,14000000,955000000,9495360000,54644
NCLH,NYSE,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",FL,Miami,25.7751,-80.1947,2019,6462000000,-19000000,930000000,12616560000,55660
NDAQ,NASDAQ,Financials,Financial Exchanges & Data,NY,New York,40.755344,-73.9853,2015,3403000000,203000000,428000000,9947070000,58005
NDAQ,NASDAQ,Financials,Financial Exchanges & Data,NY,New York,40.755344,-73.9853,2016,3705000000,28000000,108000000,11343280000,61437
NDAQ,NASDAQ,Financials,Financial Exchanges & Data,NY,New York,40.755344,-73.9853,2017,3948000000,143000000,729000000,13061100000,62447
NDAQ,NASDAQ,Financials,Financial Exchanges & Data,NY,New York,40.755344,-73.9853,2018,4395000000,606000000,458000000,13703760000,67274
NDAQ,NASDAQ,Financials,Financial Exchanges & Data,NY,New York,40.755344,-73.9853,2019,4262000000,245000000,774000000,17885700000,68486
NEE,NYSE,Utilities,Multi-Utilities,FL,Juno Beach,26.858162,-80.06002,2015,16092000000,1228000000,2752000000,47166060000,48825
NEE,NYSE,Utilities,Multi-Utilities,FL,Juno Beach,26.858162,-80.06002,2016,15299000000,1383000000,2912000000,55638495000,51176
NEE,NYSE,Utilities,Multi-Utilities,FL,Juno Beach,26.858162,-80.06002,2017,16340000000,-660000000,5380000000,73799775000,53681
NEE,NYSE,Utilities,Multi-Utilities,FL,Juno Beach,26.858162,-80.06002,2018,16302000000,1576000000,6638000000,82912140000,54644
